DEGRADED	 PESQMOS	 SUBJMOS	 COND	 SAMPLE_FREQ	 CRUDE_DELAY
 333_feat.wav	 2.874	 0.000	 0	 16000	0.0000
 331_feat.wav	 2.948	 0.000	 0	 16000	0.0000
 332_feat.wav	 3.055	 0.000	 0	 16000	0.0000
 333_feat.wav	 2.874	 0.000	 0	 16000	0.0000
 331_feat.wav	 2.948	 0.000	 0	 16000	0.0000
 332_feat.wav	 3.055	 0.000	 0	 16000	0.0000
 333_feat.wav	 2.874	 0.000	 0	 16000	0.0000
 331_feat.wav	 2.948	 0.000	 0	 16000	0.0000
 332_feat.wav	 3.055	 0.000	 0	 16000	0.0000
 333_feat.wav	 2.874	 0.000	 0	 16000	0.0000
 331_feat.wav	 2.948	 0.000	 0	 16000	0.0000
 332_feat.wav	 3.055	 0.000	 0	 16000	0.0000
 333_feat.wav	 2.874	 0.000	 0	 16000	0.0000
 331_feat.wav	 2.948	 0.000	 0	 16000	0.0000
 332_feat.wav	 3.055	 0.000	 0	 16000	0.0000
 333_feat.wav	 2.874	 0.000	 0	 16000	0.0000
 331_feat.wav	 2.948	 0.000	 0	 16000	0.0000
 332_feat.wav	 3.055	 0.000	 0	 16000	0.0000
 333_feat.wav	 2.874	 0.000	 0	 16000	0.0000
 
